order_id,customer_id,order_ts,channel,traffic_source,campaign,payment_method,shipping_method,order_status,seller_id
O714108,C106236,2025-08-05 09:34:24,android,direct,always_on,card,overnight,completed,
O714109,C107823,2025-08-28 02:34:05,android,referral,holiday_push,google_pay,standard,completed,S51018
O714110,C107298,2025-07-24 10:47:00,web,direct,summer_splash,paypal,standard,completed,
O714111,C103031,2025-10-21 00:39:12,web,email,none,card,expedited,completed,
O714112,C103613,2025-01-25 03:46:57,android,direct,summer_splash,card,standard,completed,
O714113,C107495,2025-08-12 21:49:28,web,paid_social,none,paypal,expedited,completed,
O714114,C104112,2025-09-24 14:20:40,ios,direct,fall_event,google_pay,standard,completed,S50401
O714115,C106809,2025-09-02 00:11:06,ios,organic,none,card,standard,completed,S50774
O714116,C105920,2025-01-08 04:06:33,android,direct,always_on,card,standard,returned,S50966
O714117,C101878,2025-08-15 08:32:04,android,direct,none,card,standard,completed,S50845
O714118,C104492,2025-07-23 20:41:20,ios,direct,none,google_pay,standard,completed,S50957
O714119,C101221,2025-01-14 19:43:50,web,direct,none,card,overnight,completed,S50216
O714120,C103988,2025-03-20 08:22:09,web,paid_search,holiday_push,card,standard,completed,S51034
O714121,C103143,2025-08-25 22:17:13,ios,email,none,google_pay,standard,completed,S50142
O714122,C107339,2025-04-13 01:15:11,web,paid_social,none,paypal,standard,completed,
O714123,C105938,2025-08-22 20:47:34,web,referral,none,klarna,expedited,completed,S50083
O714124,C102017,2025-02-27 02:38:18,web,direct,none,card,expedited,completed,
O714125,C101246,2025-02-06 15:23:45,android,email,none,paypal,standard,completed,
O714126,C100086,2025-03-04 10:17:29,ios,organic,none,paypal,overnight,completed,S51172
O714127,C104472,2025-07-17 05:40:17,ios,paid_search,none,card,standard,completed,
O714128,C101796,2025-06-08 00:29:31,web,paid_search,none,card,expedited,completed,S50706
O714129,C100544,2025-12-23 13:43:12,ios,referral,fall_event,klarna,expedited,returned,S50770
O714130,C101051,2025-09-04 19:04:41,web,direct,summer_splash,apple_pay,standard,completed,S50868
O714131,C107567,2025-06-11 16:06:27,android,email,spring_sale,card,standard,completed,
O714132,C105887,2025-06-02 17:17:01,ios,paid_social,summer_splash,card,standard,completed,
O714133,C107388,2025-05-21 13:05:56,web,paid_search,none,card,overnight,completed,S50565
O714134,C103742,2025-10-09 13:16:09,web,email,holiday_push,card,standard,completed,
O714135,C104679,2025-09-24 22:23:17,web,direct,none,paypal,standard,cancelled,
O714136,C104941,2025-08-31 19:42:43,ios,direct,none,paypal,standard,cancelled,
O714137,C102871,2025-08-15 02:00:15,android,email,fall_event,card,standard,completed,S50844
O714138,C100733,2025-10-27 23:26:51,ios,direct,none,card,standard,completed,
O714139,C106170,2025-11-04 08:42:27,web,direct,none,card,standard,completed,S50393
O714140,C104710,2025-10-23 02:23:16,web,direct,none,paypal,standard,completed,S50575
O714141,C100609,2025-02-23 12:42:24,android,paid_social,none,card,standard,returned,
O714142,C105325,2025-01-03 08:49:34,web,paid_social,holiday_push,card,expedited,completed,
O714143,C105721,2025-03-30 15:13:18,ios,referral,none,card,expedited,completed,S50176
O714144,C103436,2025-01-09 18:29:41,web,direct,holiday_push,card,standard,completed,
O714145,C104908,2025-07-27 15:08:35,web,paid_search,always_on,card,standard,completed,
O714146,C104424,2025-03-08 08:20:16,ios,paid_social,none,google_pay,expedited,returned,S50855
O714147,C107768,2025-06-11 13:56:05,ios,referral,fall_event,card,expedited,completed,S50246
O714148,C102396,2025-12-17 22:44:13,web,email,always_on,card,standard,completed,
O714149,C103430,2025-04-14 03:41:47,web,email,holiday_push,card,overnight,completed,
O714150,C104781,2025-12-29 02:45:55,web,email,none,card,standard,completed,
O714151,C105611,2025-08-17 11:43:50,web,direct,none,card,standard,completed,S50358
O714152,C101052,2025-03-15 03:21:44,ios,email,none,card,standard,completed,S50757
O714153,C106605,2025-10-16 18:21:28,ios,paid_search,fall_event,google_pay,standard,completed,
O714154,C106402,2025-02-17 18:30:33,web,paid_social,none,card,standard,completed,S50363
O714155,C100604,2025-08-26 14:54:52,web,referral,none,google_pay,expedited,completed,S50108
O714156,C102390,2025-08-06 01:24:40,web,direct,none,card,standard,completed,
O714157,C107055,2025-03-29 03:14:57,web,direct,fall_event,card,standard,completed,
O714158,C102693,2025-01-23 14:09:56,ios,direct,fall_event,apple_pay,standard,completed,S50672
O714159,C106845,2025-12-29 22:30:38,web,email,fall_event,paypal,standard,completed,
O714160,C106673,2025-08-15 15:07:54,web,paid_social,none,apple_pay,standard,completed,S50978
O714161,C106666,2025-03-30 19:40:46,android,paid_search,spring_sale,google_pay,expedited,completed,S50706
O714162,C105258,2025-09-10 04:37:09,android,paid_social,summer_splash,card,standard,returned,S50477
O714163,C102411,2025-06-15 09:18:32,web,direct,fall_event,apple_pay,standard,returned,
O714164,C104744,2025-12-04 12:06:05,web,direct,none,card,standard,cancelled,S51165
O714165,C102335,2025-09-05 08:39:58,android,paid_social,spring_sale,apple_pay,expedited,completed,S50146
O714166,C105003,2025-04-24 21:29:49,android,direct,none,apple_pay,standard,completed,S50256
O714167,C104478,2025-06-28 10:33:19,web,referral,none,card,standard,completed,
O714168,C105249,2025-03-10 20:51:02,web,paid_social,always_on,paypal,standard,completed,S50442
O714169,C100321,2025-05-24 09:39:03,android,paid_social,none,card,standard,completed,S50678
O714170,C103752,2025-08-30 06:09:07,android,direct,holiday_push,card,standard,completed,S50629
O714171,C106319,2025-05-27 01:58:55,web,email,none,card,standard,completed,
O714172,C100660,2025-05-22 18:13:12,android,organic,spring_sale,card,standard,completed,S50587
O714173,C100470,2025-04-07 20:08:14,web,direct,spring_sale,apple_pay,standard,completed,
O714174,C105587,2025-03-24 12:19:03,ios,email,always_on,card,standard,completed,
O714175,C102801,2025-03-15 16:37:26,ios,direct,always_on,card,expedited,completed,
O714176,C101979,2025-02-06 23:24:10,ios,direct,none,card,expedited,completed,S50177
O714177,C105202,2025-11-17 11:44:23,android,email,always_on,card,expedited,completed,
O714178,C107336,2025-08-24 19:40:31,ios,referral,fall_event,google_pay,standard,completed,
O714179,C107899,2025-08-15 10:20:30,ios,referral,none,paypal,standard,completed,
O714180,C102325,2025-07-05 14:35:49,web,direct,none,google_pay,expedited,completed,
O714181,C103981,2025-04-01 04:26:49,web,direct,spring_sale,card,standard,completed,
O714182,C100960,2025-08-02 06:24:27,web,direct,always_on,paypal,standard,completed,S50619
O714183,C101456,2025-10-25 10:55:06,android,referral,none,card,standard,completed,
O714184,C103773,2025-12-18 13:18:32,web,direct,none,paypal,expedited,completed,
O714185,C107943,2025-07-26 01:55:46,android,referral,none,card,expedited,completed,
O714186,C100467,2025-12-09 10:51:21,ios,organic,none,google_pay,overnight,completed,S50112
O714187,C100523,2025-06-15 13:33:56,ios,email,fall_event,card,expedited,completed,S50106
O714188,C105041,2025-05-22 11:23:12,android,direct,none,card,standard,completed,
O714189,C105334,2025-09-12 17:43:22,android,paid_search,none,card,standard,completed,
O714190,C101255,2025-10-01 07:29:44,web,paid_search,spring_sale,paypal,expedited,completed,S50994
O714191,C100772,2025-10-08 23:17:07,web,direct,holiday_push,card,overnight,completed,
O714192,C103749,2025-01-03 07:07:06,web,paid_search,none,card,standard,completed,
O714193,C101359,2025-03-23 19:34:51,web,paid_search,none,card,standard,returned,
O714194,C106556,2025-11-11 16:01:51,web,direct,none,card,standard,completed,S50729
O714195,C102367,2025-11-06 15:28:20,android,paid_search,summer_splash,card,expedited,completed,S51117
O714196,C102511,2025-09-05 19:48:42,web,direct,none,paypal,standard,returned,S51139
O714197,C103289,2025-05-15 10:05:02,web,direct,none,paypal,standard,completed,S51075
O714198,C107703,2025-04-23 06:37:48,web,referral,spring_sale,card,standard,completed,S50816
O714199,C101103,2025-05-11 10:12:53,android,direct,none,paypal,standard,completed,
O714200,C105135,2025-10-11 18:53:22,web,organic,none,card,standard,completed,S50617
O714201,C106111,2025-06-25 17:52:59,web,direct,none,google_pay,expedited,completed,S50407
O714202,C102277,2025-08-15 20:51:28,web,paid_social,none,paypal,standard,completed,
O714203,C106716,2025-04-15 16:19:12,web,referral,spring_sale,card,standard,completed,S50212
O714204,C104343,2025-03-03 13:52:14,web,organic,summer_splash,card,standard,completed,S51006
O714205,C104365,2025-05-07 17:46:10,ios,paid_social,none,google_pay,standard,completed,
O714206,C104772,2025-09-28 18:29:45,web,paid_search,always_on,apple_pay,standard,completed,S50866
O714207,C105483,2025-05-25 20:33:58,android,direct,none,card,standard,completed,
O714208,C101477,2025-12-13 07:50:19,web,referral,none,google_pay,standard,completed,
O714209,C106250,2025-11-27 12:34:19,ios,direct,holiday_push,apple_pay,standard,completed,S50962
O714210,C103798,2025-07-21 18:11:18,android,direct,summer_splash,card,standard,completed,
O714211,C105291,2025-09-05 04:59:19,android,direct,fall_event,paypal,expedited,completed,
O714212,C101797,2025-01-22 03:15:25,ios,paid_social,none,card,standard,completed,S50077
O714213,C107195,2025-06-21 12:23:24,web,direct,none,card,expedited,completed,
O714214,C102153,2025-01-14 05:12:41,ios,direct,none,card,expedited,completed,S50255
O714215,C102739,2025-09-11 19:20:44,web,direct,none,card,standard,returned,
O714216,C101972,2025-01-20 01:19:21,android,paid_search,none,card,standard,completed,
O714217,C107662,2025-01-23 08:51:41,android,direct,summer_splash,card,standard,completed,
O714218,C101839,2025-11-26 05:35:24,android,paid_search,none,card,standard,completed,S51190
O714219,C101328,2025-02-05 18:18:31,ios,direct,holiday_push,google_pay,standard,completed,
O714220,C104243,2025-12-27 22:26:41,web,direct,none,google_pay,expedited,completed,S50510
O714221,C101446,2025-05-24 04:30:08,web,email,always_on,card,standard,completed,
O714222,C101808,2025-09-17 13:46:03,web,direct,holiday_push,card,standard,completed,S50302
O714223,C107698,2025-05-02 13:19:30,android,direct,spring_sale,card,expedited,completed,
O714224,C100551,2025-08-06 11:06:57,android,paid_social,none,card,standard,completed,
O714225,C105335,2025-04-12 05:32:15,ios,direct,always_on,card,expedited,completed,
O714226,C105541,2025-09-24 03:53:08,ios,organic,none,card,standard,completed,
O714227,C106999,2025-02-22 12:52:08,android,email,none,card,expedited,returned,S51091
O714228,C103295,2025-01-05 16:00:50,android,paid_search,none,card,overnight,completed,S50578
O714229,C103572,2025-06-06 04:12:57,web,direct,fall_event,paypal,standard,completed,S50298
O714230,C106992,2025-08-21 23:44:24,ios,organic,none,apple_pay,standard,returned,
O714231,C107244,2025-10-30 15:53:21,android,paid_social,fall_event,card,standard,completed,S50985
O714232,C106599,2025-05-27 14:11:05,android,email,holiday_push,apple_pay,standard,completed,S50310
O714233,C107557,2025-01-17 10:57:15,android,paid_search,holiday_push,paypal,overnight,completed,S50782
O714234,C101466,2025-05-07 15:58:17,ios,paid_social,always_on,paypal,expedited,completed,
O714235,C100832,2025-08-09 05:27:25,web,direct,none,card,standard,completed,S50599
O714236,C103855,2025-05-27 08:49:41,ios,email,spring_sale,google_pay,standard,completed,S50417
O714237,C102184,2025-10-02 15:08:25,android,paid_search,holiday_push,paypal,expedited,completed,
O714238,C101061,2025-04-02 14:36:18,ios,direct,spring_sale,google_pay,standard,completed,S50636
O714239,C103313,2025-11-28 08:16:37,android,paid_search,holiday_push,card,standard,completed,
O714240,C102884,2025-05-04 14:33:53,android,paid_search,none,google_pay,standard,completed,S51066
O714241,C105015,2025-07-17 21:29:46,web,direct,none,card,expedited,cancelled,S50701
O714242,C104250,2025-06-22 04:10:15,web,paid_social,none,card,standard,completed,S50350
O714243,C100519,2025-08-23 12:57:24,ios,paid_social,always_on,paypal,standard,completed,S50976
O714244,C106549,2025-04-13 20:02:59,android,organic,always_on,card,standard,completed,S50967
O714245,C100865,2025-06-04 09:23:14,ios,referral,none,card,expedited,completed,
O714246,C102739,2025-01-22 20:59:43,web,paid_search,spring_sale,paypal,standard,completed,S51111
O714247,C107070,2025-07-29 00:45:06,android,paid_social,none,card,standard,cancelled,S50638
O714248,C105332,2025-05-22 08:35:26,android,email,fall_event,klarna,standard,completed,S50036
O714249,C105197,2025-07-25 07:25:07,web,paid_social,none,google_pay,overnight,completed,
O714250,C107340,2025-12-30 13:56:36,android,direct,none,card,standard,returned,S50051
O714251,C106233,2025-07-05 05:24:24,ios,referral,holiday_push,google_pay,expedited,completed,
O714252,C103400,2025-02-04 19:42:12,web,email,none,card,expedited,completed,S50128
O714253,C106595,2025-09-16 19:27:31,web,organic,none,card,overnight,completed,S51102
O714254,C102393,2025-07-23 08:27:43,ios,direct,spring_sale,klarna,overnight,returned,
O714255,C103556,2025-06-05 16:42:00,web,direct,holiday_push,card,standard,completed,
O714256,C100627,2025-03-15 00:24:22,web,email,none,google_pay,standard,completed,S50432
O714257,C107948,2025-10-05 04:48:43,web,organic,none,card,standard,completed,S51126
O714258,C100758,2025-03-31 21:46:51,web,direct,always_on,google_pay,standard,completed,S50365
O714259,C106863,2025-04-30 01:57:43,ios,direct,always_on,paypal,expedited,completed,
O714260,C101440,2025-05-28 21:05:12,web,paid_search,none,card,expedited,completed,
O714261,C105425,2025-11-17 03:39:50,web,referral,spring_sale,card,overnight,completed,
O714262,C104540,2025-07-17 13:56:26,ios,direct,spring_sale,paypal,standard,completed,S50766
O714263,C107251,2025-10-13 04:29:29,web,organic,none,card,expedited,completed,
O714264,C105684,2025-06-09 17:09:54,web,referral,always_on,card,standard,completed,
O714265,C102233,2025-03-27 22:49:31,web,email,spring_sale,card,standard,completed,
O714266,C105975,2025-11-11 17:47:03,web,paid_search,none,paypal,standard,completed,
O714267,C105796,2025-01-01 16:36:24,web,paid_social,none,card,expedited,completed,S50352
O714268,C106466,2025-02-15 20:42:23,web,email,none,card,standard,completed,S50509
O714269,C102348,2025-02-16 00:57:33,android,email,spring_sale,apple_pay,standard,completed,
O714270,C101489,2025-07-08 07:48:58,web,email,summer_splash,google_pay,standard,completed,
O714271,C104690,2025-12-30 22:25:28,ios,direct,fall_event,google_pay,standard,completed,S50229
O714272,C100346,2025-05-18 19:38:10,web,referral,none,google_pay,expedited,cancelled,
O714273,C102975,2025-09-21 19:10:53,web,direct,spring_sale,card,overnight,completed,S51032
O714274,C101586,2025-02-05 18:26:38,web,paid_social,none,card,overnight,completed,
O714275,C104732,2025-01-05 22:54:39,android,direct,holiday_push,paypal,standard,cancelled,S50383
O714276,C107185,2025-05-13 10:20:48,ios,direct,none,apple_pay,standard,completed,S50476
O714277,C107296,2025-04-24 07:17:28,web,email,always_on,card,overnight,completed,
O714278,C103160,2025-07-07 06:11:12,android,direct,fall_event,card,standard,completed,S51106
O714279,C107578,2025-05-15 11:16:38,ios,referral,none,card,standard,completed,
O714280,C105872,2025-07-30 09:22:33,web,referral,always_on,card,standard,completed,
O714281,C103611,2025-11-15 12:59:27,web,direct,fall_event,card,expedited,completed,S50559
O714282,C102179,2025-11-05 10:59:36,ios,paid_search,summer_splash,card,expedited,completed,
O714283,C102691,2025-01-08 21:10:21,android,paid_social,spring_sale,card,standard,completed,
O714284,C101403,2025-10-03 08:41:59,android,direct,none,card,standard,completed,S50449
O714285,C106165,2025-06-15 08:03:05,web,referral,holiday_push,card,standard,completed,
O714286,C102747,2025-08-25 05:43:12,web,paid_social,fall_event,card,standard,completed,S50316
O714287,C103892,2025-11-28 12:22:33,android,referral,none,card,standard,completed,
O714288,C101486,2025-08-16 15:24:45,web,paid_social,holiday_push,card,standard,cancelled,
O714289,C100725,2025-05-04 19:55:27,android,paid_social,fall_event,apple_pay,overnight,completed,S50517
O714290,C104199,2025-01-02 14:55:15,android,direct,none,card,standard,completed,
O714291,C100005,2025-02-22 19:45:36,android,referral,fall_event,card,standard,completed,
O714292,C103758,2025-05-26 04:48:24,web,direct,none,card,standard,completed,S51072
O714293,C100545,2025-02-08 08:30:54,web,paid_search,spring_sale,card,standard,completed,S50157
O714294,C105546,2025-06-13 16:18:07,android,direct,none,card,standard,completed,S50405
O714295,C106016,2025-03-12 13:29:04,android,direct,summer_splash,google_pay,expedited,completed,S50212
O714296,C106675,2025-07-18 19:17:50,web,email,always_on,card,expedited,completed,S50605
O714297,C102328,2025-07-03 18:17:03,web,organic,spring_sale,card,expedited,completed,S50729
O714298,C104267,2025-08-29 14:25:13,web,organic,always_on,paypal,standard,completed,S50890
O714299,C101424,2025-07-04 20:43:27,web,organic,none,card,expedited,completed,S50894
O714300,C100172,2025-02-12 09:24:58,android,direct,none,paypal,standard,completed,
O714301,C105726,2025-12-04 15:39:15,web,paid_search,always_on,paypal,standard,completed,S50398
O714302,C106953,2025-01-22 15:21:34,web,email,none,card,standard,returned,
O714303,C101033,2025-04-07 15:19:20,web,organic,none,paypal,standard,completed,
O714304,C103003,2025-01-05 00:12:37,android,paid_social,spring_sale,card,expedited,completed,
O714305,C100022,2025-03-11 18:47:04,web,referral,always_on,card,standard,completed,S51139
O714306,C105742,2025-06-24 01:56:16,web,paid_search,spring_sale,paypal,standard,completed,S50214
O714307,C105850,2025-06-06 11:26:59,ios,paid_search,always_on,card,standard,completed,S50954
O714308,C105425,2025-03-20 12:53:33,web,direct,summer_splash,apple_pay,standard,cancelled,S50139
O714309,C103501,2025-07-03 13:35:27,web,paid_search,none,paypal,standard,returned,
O714310,C103497,2025-10-07 00:34:34,android,referral,summer_splash,google_pay,expedited,completed,S50531
O714311,C104390,2025-07-02 00:02:19,ios,email,spring_sale,card,standard,completed,
O714312,C101541,2025-06-27 21:38:59,ios,email,summer_splash,paypal,expedited,completed,
O714313,C106938,2025-05-29 01:12:07,ios,direct,none,card,standard,returned,S50091
O714314,C107381,2025-02-15 14:55:37,android,direct,none,google_pay,standard,completed,S50941
O714315,C105808,2025-06-25 18:49:52,web,referral,none,card,expedited,completed,
O714316,C100610,2025-11-14 22:23:22,web,paid_search,none,card,standard,completed,S50491
O714317,C100966,2025-10-13 22:22:20,android,email,fall_event,klarna,expedited,cancelled,
O714318,C102836,2025-03-09 08:39:31,web,direct,none,klarna,expedited,completed,
O714319,C101691,2025-07-31 06:02:46,ios,direct,always_on,paypal,standard,completed,S50937
O714320,C106980,2025-07-08 20:58:28,web,paid_search,none,apple_pay,standard,completed,S50009
O714321,C102406,2025-11-10 21:54:29,android,paid_search,fall_event,card,overnight,completed,
O714322,C104587,2025-10-16 00:01:10,ios,paid_social,none,google_pay,overnight,completed,
O714323,C105024,2025-03-27 21:22:06,ios,paid_social,none,paypal,standard,completed,S50160
O714324,C106252,2025-08-01 04:08:07,web,direct,none,card,standard,completed,S50008
O714325,C105673,2025-03-08 23:39:41,android,paid_social,none,card,standard,completed,S50726
O714326,C103255,2025-07-27 08:07:32,android,referral,none,card,expedited,completed,
O714327,C101713,2025-02-08 22:42:16,ios,direct,none,card,expedited,completed,
O714328,C105604,2025-06-09 16:09:01,android,paid_search,none,card,standard,completed,
O714329,C106367,2025-01-28 23:59:14,web,paid_search,none,paypal,standard,completed,S50193
O714330,C102897,2025-03-29 17:24:21,web,paid_search,spring_sale,card,standard,completed,S50198
O714331,C106371,2025-02-09 05:13:49,android,direct,none,paypal,standard,completed,S50928
O714332,C101494,2025-06-12 08:52:03,android,direct,none,google_pay,standard,completed,S50985
O714333,C106613,2025-03-23 23:19:33,ios,email,holiday_push,google_pay,standard,completed,
O714334,C104295,2025-09-23 07:20:28,android,paid_search,holiday_push,card,expedited,completed,
O714335,C103949,2025-08-01 08:42:34,web,organic,fall_event,apple_pay,standard,completed,
O714336,C107270,2025-11-03 18:49:24,web,email,fall_event,apple_pay,standard,returned,
O714337,C101114,2025-08-23 19:38:07,ios,referral,holiday_push,card,standard,completed,
O714338,C105744,2025-04-18 09:25:53,android,paid_social,summer_splash,paypal,standard,returned,
O714339,C100151,2025-05-07 09:35:12,ios,email,none,card,standard,completed,S50198
O714340,C101039,2025-11-28 15:18:53,ios,direct,none,card,expedited,completed,
O714341,C105796,2025-07-29 05:28:16,web,email,always_on,card,standard,completed,S50718
O714342,C100441,2025-08-20 12:17:46,web,referral,spring_sale,paypal,standard,completed,
O714343,C104374,2025-03-11 10:50:26,web,email,none,google_pay,standard,completed,
O714344,C107702,2025-09-08 01:27:48,web,email,summer_splash,card,standard,completed,S50014
O714345,C106279,2025-12-30 15:58:41,ios,paid_social,none,paypal,expedited,completed,
O714346,C104058,2025-07-10 03:37:54,web,email,none,apple_pay,standard,completed,S50718
O714347,C103471,2025-12-16 16:25:28,android,paid_social,none,apple_pay,expedited,completed,
O714348,C106731,2025-09-26 17:44:37,android,direct,summer_splash,paypal,expedited,completed,S50187
O714349,C101573,2025-03-05 02:44:23,web,paid_social,holiday_push,klarna,standard,completed,S50897
O714350,C107596,2025-02-09 21:26:27,web,referral,spring_sale,apple_pay,standard,completed,S50426
O714351,C106251,2025-12-26 03:14:57,android,direct,fall_event,apple_pay,standard,completed,
O714352,C104850,2025-07-17 23:29:11,web,direct,fall_event,klarna,overnight,completed,S50833
O714353,C100959,2025-03-20 01:57:24,android,organic,spring_sale,card,standard,completed,S50914
O714354,C106179,2025-11-07 04:43:22,web,referral,none,card,expedited,completed,S50266
O714355,C100162,2025-10-26 18:35:31,web,organic,none,google_pay,standard,completed,S50867
O714356,C102683,2025-04-06 16:12:18,web,paid_social,none,paypal,standard,completed,
O714357,C104914,2025-07-05 17:20:27,ios,direct,always_on,card,standard,completed,S51015
O714358,C104102,2025-07-16 02:33:07,web,direct,holiday_push,google_pay,standard,completed,
O714359,C100369,2025-02-14 16:12:30,web,direct,holiday_push,paypal,standard,completed,S51190
O714360,C105597,2025-05-25 14:47:10,web,email,none,klarna,standard,completed,
O714361,C102850,2025-05-08 15:34:50,android,organic,none,klarna,standard,completed,S50230
O714362,C103954,2025-06-12 13:33:36,android,organic,summer_splash,card,standard,completed,S50986
O714363,C107795,2025-08-31 15:26:16,ios,paid_social,none,card,standard,completed,
O714364,C106223,2025-03-26 04:57:56,web,paid_search,none,card,standard,completed,
O714365,C105188,2025-08-29 13:40:01,web,direct,spring_sale,paypal,standard,completed,
O714366,C103972,2025-04-17 09:41:42,android,email,spring_sale,card,expedited,completed,
O714367,C102799,2025-04-05 13:06:45,web,direct,fall_event,apple_pay,expedited,completed,S50983
O714368,C104384,2025-11-19 04:58:07,web,email,holiday_push,card,standard,completed,S50141
O714369,C100664,2025-12-05 00:14:28,android,direct,none,paypal,standard,completed,S50056
O714370,C104931,2025-01-07 10:56:26,web,direct,always_on,card,standard,completed,S51174
O714371,C105120,2025-10-17 16:16:01,web,referral,none,apple_pay,standard,completed,S50129
O714372,C101157,2025-07-09 17:52:21,web,organic,none,google_pay,expedited,completed,
O714373,C107270,2025-03-23 12:03:56,web,referral,holiday_push,google_pay,standard,completed,S50681
O714374,C101898,2025-05-08 04:00:19,ios,email,spring_sale,card,standard,completed,
O714375,C104634,2025-04-29 18:21:02,web,paid_search,summer_splash,paypal,standard,completed,S51187
O714376,C104234,2025-10-18 11:56:41,ios,organic,none,card,expedited,completed,S50486
O714377,C100555,2025-08-03 10:24:28,android,direct,none,paypal,standard,completed,S51035
O714378,C107707,2025-12-11 16:12:26,web,organic,summer_splash,paypal,standard,completed,
O714379,C105691,2025-01-06 20:29:33,android,direct,none,card,standard,completed,
O714380,C104236,2025-12-21 03:00:24,ios,paid_search,none,apple_pay,expedited,completed,S50969
O714381,C103519,2025-08-07 08:39:13,web,direct,none,card,standard,completed,
O714382,C106681,2025-05-09 16:14:34,ios,organic,fall_event,apple_pay,standard,completed,
O714383,C104694,2025-03-16 04:10:37,android,referral,none,card,standard,completed,S51098
O714384,C100617,2025-12-30 04:20:26,web,direct,none,card,expedited,completed,S50285
O714385,C101070,2025-06-14 22:56:50,ios,paid_search,always_on,card,expedited,completed,S50225
O714386,C102261,2025-03-17 15:17:09,web,organic,always_on,paypal,standard,completed,
O714387,C104657,2025-08-02 10:11:55,web,direct,spring_sale,card,standard,completed,S50110
O714388,C104549,2025-01-11 14:21:52,web,direct,holiday_push,klarna,standard,completed,S50518
O714389,C105482,2025-10-12 09:04:11,web,paid_search,summer_splash,card,expedited,completed,S50934
O714390,C103852,2025-05-20 14:40:02,android,direct,fall_event,apple_pay,standard,returned,
O714391,C103261,2025-03-17 07:32:24,ios,paid_social,none,card,standard,completed,S50317
O714392,C106514,2025-09-14 06:01:04,web,direct,none,card,expedited,completed,
O714393,C106485,2025-08-15 09:59:48,android,referral,always_on,card,standard,completed,
O714394,C107100,2025-01-10 08:39:52,ios,paid_search,spring_sale,paypal,standard,returned,
O714395,C102874,2025-09-07 05:48:18,web,direct,none,apple_pay,standard,cancelled,S50475
O714396,C100676,2025-09-14 06:58:21,web,referral,holiday_push,paypal,expedited,cancelled,
O714397,C105190,2025-10-09 17:59:32,ios,direct,none,card,expedited,returned,
O714398,C104227,2025-08-13 21:28:31,web,direct,fall_event,klarna,expedited,cancelled,S50768
O714399,C102639,2025-05-27 12:54:22,web,paid_social,holiday_push,card,overnight,completed,S50258
O714400,C103373,2025-09-10 01:42:10,web,direct,always_on,paypal,standard,completed,S50119
O714401,C106643,2025-04-21 10:05:29,web,direct,always_on,card,standard,completed,
O714402,C100934,2025-08-29 05:25:34,ios,direct,fall_event,card,standard,returned,S50392
O714403,C100363,2025-05-13 08:35:50,android,email,fall_event,google_pay,standard,completed,S50186
O714404,C106850,2025-05-11 21:04:17,ios,paid_social,spring_sale,paypal,expedited,completed,
O714405,C104526,2025-03-05 13:28:03,web,email,none,card,standard,completed,S50438
O714406,C106257,2025-06-07 21:53:35,android,direct,spring_sale,card,standard,completed,S50585
O714407,C100544,2025-06-16 08:50:44,web,email,none,card,standard,completed,S50831
O714408,C100984,2025-10-12 04:30:26,web,referral,always_on,card,standard,completed,S50641
O714409,C102631,2025-08-23 08:52:45,android,referral,spring_sale,klarna,standard,cancelled,
O714410,C102605,2025-04-30 08:01:37,ios,direct,none,apple_pay,expedited,completed,S50216
O714411,C105667,2025-05-14 10:27:41,web,email,none,card,expedited,completed,
O714412,C107244,2025-05-13 05:18:56,web,referral,holiday_push,card,expedited,completed,S50042
O714413,C100057,2025-11-24 11:08:36,web,organic,none,card,standard,completed,S50220
O714414,C106133,2025-11-16 18:18:59,web,organic,summer_splash,card,expedited,cancelled,S51142
O714415,C104816,2025-09-06 16:07:52,ios,direct,spring_sale,card,standard,completed,S50358
O714416,C101891,2025-10-05 22:57:20,android,email,none,klarna,expedited,completed,S50271
O714417,C107976,2025-12-14 06:41:01,android,direct,spring_sale,paypal,standard,completed,S50064
O714418,C105110,2025-08-11 03:14:39,web,paid_social,none,google_pay,standard,cancelled,S50694
O714419,C106474,2025-09-02 19:00:06,android,direct,none,card,standard,completed,S51176
O714420,C104744,2025-05-03 22:18:10,android,direct,always_on,klarna,standard,completed,S50912
O714421,C100365,2025-02-20 00:28:45,ios,direct,fall_event,google_pay,standard,completed,S50743
O714422,C101429,2025-01-27 22:05:54,android,paid_social,summer_splash,apple_pay,standard,cancelled,S50581
O714423,C100791,2025-01-22 11:48:15,web,paid_social,fall_event,apple_pay,overnight,completed,
O714424,C102911,2025-10-14 21:29:06,android,direct,spring_sale,card,standard,completed,
O714425,C103898,2025-06-07 23:47:11,android,direct,none,card,standard,completed,S50081
O714426,C105917,2025-01-22 11:05:09,android,organic,fall_event,card,overnight,completed,S50199
O714427,C105264,2025-02-26 10:31:40,ios,direct,none,card,standard,completed,
O714428,C104042,2025-09-13 04:24:22,web,email,always_on,apple_pay,expedited,completed,S50315
O714429,C102303,2025-05-31 06:24:51,web,paid_social,spring_sale,google_pay,expedited,completed,
O714430,C105313,2025-02-26 17:21:36,web,direct,none,paypal,standard,completed,S50022
O714431,C102673,2025-07-18 13:48:18,web,paid_social,none,card,overnight,returned,S50482
O714432,C102305,2025-04-22 14:09:55,web,organic,summer_splash,apple_pay,standard,completed,S50665
O714433,C100141,2025-02-28 10:24:58,web,email,fall_event,paypal,standard,completed,
